Product code,Product Name,Product Main Category,Product Sub Category,DEPARTMENT ,DESCRIPTION ,Video Link,Image 2,Catalogue ,Price 1 (Customer type 1),Price 2 ( Customer type 2),Price 3 ( Customer type 3)
YD1072,PERIODENTAL INSTRUMENT SET YARADENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"PERIODENTAL INSTRUMENT SET YARADENT
 
 Overview 
 The PERIODENTAL INSTRUMENT SET YARADENT is a dependable clinical accessory designed to support routine dental operations. Its durable build and reliable performance make it a practical choice for everyday professional use. 
 
 Key Features 
 - High-quality material for long service life 
 - Compact and efficient design 
 - Easy integration with dental equipment 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model PERIODENTAL INSTRUMENT SET YARADENT 
 Material Durable construction 
 Power Supply N/A 
 Design Practical and ergonomic 
 
 Benefits 
 - Enhances workflow efficiency 
 - Reduces downtime with durable design 
 - Easy to use and maintain 
 
 Ideal For 
 - Dental clinics and practices 
 - Laboratories 
 - Professional healthcare environments",,https://drive.google.com/file/d/1boeSqVFfNbQe7ZCUldwkdTVlmz8ybIbW/view?usp=sharing,,,,
YD1073,PORTABLE DENTAL SUCTION UNITBL-605 YARADENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"PORTABLE THEETH WHITENING MACHINE 3 COLORS YARADENT
 
 Overview 
 Trusted by professionals, the PORTABLE THEETH WHITENING MACHINE 3 COLORS YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model PORTABLE THEETH WHITENING MACHINE 3 COLORS YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/1jMjWg6F0T-ii4g7SS3RFweKfZPHY2UZN/view?usp=sharing,,4000,5500,
YD1074,PORTABLE THEETH WHITENING MACHINE 3 COLORS YARADENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"The Yaradent Portable Teeth Whitening Machine is designed to deliver professional-grade whitening results in a convenient, compact design. Equipped with three light color modes, it provides customizable treatment options to suit different dental needs and preferences. Ideal for clinics, salons, and home-use professionals, this machine combines efficiency, portability, and comfort for an enhanced whitening experience.

Key Features:

3 Light Modes – Blue, Red, and Mixed light settings to target different stages of the whitening process.

Professional Whitening Performance – Helps effectively remove stains from coffee, tea, tobacco, and more.

Portable & Lightweight – Compact design for easy handling and convenient mobility.

Adjustable Angle – Flexible lamp head ensures precise positioning for maximum coverage.

Safe & Comfortable – Designed with patient comfort in mind, minimizing sensitivity during treatment.

Energy-Efficient LEDs – Long-lasting, high-quality LED lights for consistent performance.

Easy to Operate – Simple control interface for quick setup and smooth operation.

Durable Build – Strong construction ensures reliability for frequent use in clinics or mobile setups.

Why Choose Yaradent Portable Whitening Machine?

With its combination of portability, multiple light modes, and professional-grade performance, the Yaradent whitening machine is a reliable solution for delivering brighter, whiter smiles quickly and safely.",,,,2000,2500,
YD1075,PORTABLE WHITENING MACHINE BM-L013 YARADENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"PORTABLE WHITENING MACHINE BM-L013 YARADENT
 
 Overview 
 Trusted by professionals, the PORTABLE WHITENING MACHINE BM-L013 YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model PORTABLE WHITENING MACHINE BM-L013 YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,,2000,2500,
YD1076,SANDBLASTING GUN ALUMINIUM YARA DENT BM-PL01,DENTAL,DENTAL EQUIPMENT ,DENTAL,"SANDBLASTING GUN ALUMINIUM YARA DENT BM-PL01
 
 Overview 
 The SANDBLASTING GUN ALUMINIUM YARA DENT BM-PL01 is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SANDBLASTING GUN ALUMINIUM YARA DENT BM-PL01 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/18bsfwygjLGdPE-0yhUpEhqffk2JfhmT_/view?usp=sharing,,450,750,
YD1077,SCALER HAND PIECE BM-3H YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"SCALER HAND PIECE BM-3H YARADENT
 
 Overview 
 Reliable and durable, the SCALER HAND PIECE BM-3H YARADENT supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SCALER HAND PIECE BM-3H YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1O9hIYR014mZQNZyJoe7vOT62bTEPjRGk/view?usp=sharing,300,500,
YD1078,SCALER HANDPIECE BM-5L YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"SCALER HANDPIECE BM-5L YARADENT
 
 Overview 
 The SCALER HANDPIECE BM-5L YARADENT is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SCALER HANDPIECE BM-5L YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1O9hIYR014mZQNZyJoe7vOT62bTEPjRGk/view?usp=sharing,400,600,
YD1079,SCALER HANDPIECE BM-7H YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"SCALER HANDPIECE BM-7H YARADENT
 
 Overview 
 Trusted by professionals, the SCALER HANDPIECE BM-7H YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SCALER HANDPIECE BM-7H YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1O9hIYR014mZQNZyJoe7vOT62bTEPjRGk/view?usp=sharing,400,600,
YD1080,SCALER HANDPIECE BM-7L YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"SCALER HANDPIECE BM-7L YARADENT
 
 Overview 
 The SCALER HANDPIECE BM-7L YARADENT is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SCALER HANDPIECE BM-7L YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1O9hIYR014mZQNZyJoe7vOT62bTEPjRGk/view?usp=sharing,400,600,
YD1081,SCALER HANDPIECE BM-TL YARADENT,DENTAL,DENTAL HANDPIECE,DENTAL,"SCALER HANDPIECE BM-TL YARADENT
 
 Overview 
 Trusted by professionals, the SCALER HANDPIECE BM-TL YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SCALER HANDPIECE BM-TL YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1O9hIYR014mZQNZyJoe7vOT62bTEPjRGk/view?usp=sharing,400,600,
YD1082,SCALER MACHINE INBUILT WOLED YARADENT BM-3HKB,DENTAL,DENTAL EQUIPMENT ,DENTAL,"SCALER MACHINE INBUILT WOLED YARADENT BM-3HKB
 
 Overview 
 The SCALER MACHINE INBUILT WOLED YARADENT BM-3HKB is a dependable piece of equipment built for professional use in clinics and labs. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SCALER MACHINE INBUILT WOLED YARADENT BM-3HKB 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,,https://drive.google.com/file/d/1O9hIYR014mZQNZyJoe7vOT62bTEPjRGk/view?usp=sharing,500,900,
YD1083,SEALING MACHINE ABS BM- L004 YARADENT,MEDICAL,MEDICAL EQUIPMENT,MEDICAL,"SEALING MACHINE ABS BM- L004 YARADENT
 
 Overview 
 The SEALING MACHINE ABS BM- L004 YARADENT is a dependable clinical accessory designed to support routine dental operations. Its durable build and reliable performance make it a practical choice for everyday professional use. 
 
 Key Features 
 - High-quality material for long service life 
 - Compact and efficient design 
 - Easy integration with dental equipment 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SEALING MACHINE ABS BM- L004 YARADENT 
 Material Durable construction 
 Power Supply N/A 
 Design Practical and ergonomic 
 
 Benefits 
 - Enhances workflow efficiency 
 - Reduces downtime with durable design 
 - Easy to use and maintain 
 
 Ideal For 
 - Dental clinics and practices 
 - Laboratories 
 - Professional healthcare environments",,,,,,
YD1084,SEALING MACHINE STEEL BM-L003 YARADENT,MEDICAL,MEDICAL EQUIPMENT,MEDICAL,"SEALING MACHINE STEEL BM-L003 YARADENT
 
 Overview 
 The SEALING MACHINE STEEL BM-L003 YARADENT is a dependable clinical accessory designed to support routine dental operations. Its durable build and reliable performance make it a practical choice for everyday professional use. 
 
 Key Features 
 - High-quality material for long service life 
 - Compact and efficient design 
 - Easy integration with dental equipment 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model SEALING MACHINE STEEL BM-L003 YARADENT 
 Material Durable construction 
 Power Supply N/A 
 Design Practical and ergonomic 
 
 Benefits 
 - Enhances workflow efficiency 
 - Reduces downtime with durable design 
 - Easy to use and maintain 
 
 Ideal For 
 - Dental clinics and practices 
 - Laboratories 
 - Professional healthcare environments",,,,,,
YD1085,TEETH WHITENING UNIT CHAIR SIDE YARA DENT,DENTAL,DENTAL EQUIPMENT ,DENTAL,"TEETH WHITENING UNIT CHAIR SIDE YARA DENT
 
 Overview 
 The TEETH WHITENING UNIT CHAIR SIDE YARA DENT is a dependable clinical accessory designed to support routine dental operations. Its durable build and reliable performance make it a practical choice for everyday professional use. 
 
 Key Features 
 - High-quality material for long service life 
 - Compact and efficient design 
 - Easy integration with dental equipment 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model TEETH WHITENING UNIT CHAIR SIDE YARA DENT 
 Material Durable construction 
 Power Supply N/A 
 Design Practical and ergonomic 
 
 Benefits 
 - Enhances workflow efficiency 
 - Reduces downtime with durable design 
 - Easy to use and maintain 
 
 Ideal For 
 - Dental clinics and practices 
 - Laboratories 
 - Professional healthcare environments",,,,,,
YD1086,ULTRASONIC CLEANER CD-4821 YARADENT,CSSD ,STERILIZATION ,STERILIZATION,"ULTRASONIC CLEANER CD-4821 YARADENT
 
 Overview 
 Trusted by professionals, the ULTRASONIC CLEANER CD-4821 YARADENT is designed for performance and longevity. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ULTRASONIC CLEANER CD-4821 YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",,https://drive.google.com/file/d/12DuFl86fPL-RJzf1YsG5L6wJK9OLAjwK/view?usp=sharing,https://drive.google.com/file/d/1U0PAKIKP42VdoA_Ccz0t-DEDl63uwtlK/view?usp=sharing,600,700,
YD1087,ULTRASONIC CLEANER CD-4830 YARADENT,CSSD ,STERILIZATION ,STERILIZATION,"ULTRASONIC CLEANER CD-4830 YARADENT
 
 Overview 
 Reliable and durable, the ULTRASONIC CLEANER CD-4830 YARADENT supports day-to-day operations with ease. Its practical design makes it suitable for various applications, from healthcare to laboratory work. 
 
 Key Features 
 - Built with robust materials for daily use 
 - Simple, user-friendly operation 
 - Compact design saves space 
 - Consistent, reliable performance 
 
 Technical Specifications 
 Model ULTRASONIC CLEANER CD-4830 YARADENT 
 Power Supply 220V / 50Hz 
 Construction High-quality durable build 
 
 Benefits 
 - Long-lasting and dependable performance 
 - Minimal upkeep required 
 - Improves workflow efficiency in clinical settings 
 
 Ideal For 
 - Medical and dental clinics 
 - Laboratories and research centers 
 - Healthcare facilities requiring dependable equipment",, https://drive.google.com/file/d/1z_G4zaRrReGYXSXJ9muUFZH0HzJHZpiN/view?usp=sharing,https://drive.google.com/file/d/1U0PAKIKP42VdoA_Ccz0t-DEDl63uwtlK/view?usp=sharing,700,900,
